11750 4.00 -0.85 -0.60 -0.299 -0.095 -0.041 -0.085 -0.245 -0.034 -0.061 -0.013    
12000 4.00 -0.92 -0.65 -0.328 -0.101 -0.043 -0.089 -0.263 -0.037 -0.066 -0.015    
12250 4.00 -0.98 -0.70 -0.356 -0.106 -0.044 -0.094 -0.281 -0.039 -0.070 -0.016    
12500 4.00 -1.05 -0.75 -0.383 -0.111 -0.046 -0.099 -0.297 -0.041 -0.074 -0.018    
12750 4.00 -1.11 -0.80 -0.408 -0.115 -0.048 -0.103 -0.313 -0.043 -0.078 -0.019    
13000 4.00 -1.17 -0.84 -0.431 -0.120 -0.050 -0.108 -0.328 -0.044 -0.081 -0.020    
 3500 4.50  2.73 -1.62  1.274  1.460  0.884  1.904  4.349  0.782  1.016  0.252   
 3750 4.50  2.60 -1.25  1.279  1.423  0.849  1.716  3.857  0.773  0.954  0.193   
 4000 4.50  2.49 -1.00  1.289  1.357  0.813  1.558  3.496  0.790  0.912  0.126   
 4250 4.50  2.36 -0.77  1.228  1.249  0.751  1.393  3.136  0.755  0.841  0.082   
 4500 4.50  2.21 -0.57  1.035  1.126  0.665  1.233  2.772  0.674  0.743  0.062   
 4750 4.50  2.05 -0.40  0.822  1.019  0.580  1.092  2.447  0.588  0.646  0.053   
 5000 4.50  1.89 -0.28  0.630  0.930  0.510  0.974  2.168  0.513  0.563  0.045   
 5250 4.50  1.75 -0.18  0.457  0.847  0.454  0.878  1.930  0.449  0.492  0.037   
 5500 4.50  1.61 -0.12  0.303  0.764  0.408  0.797  1.724  0.395  0.432  0.031   
